Date,date_unix,categories,USD_BTC_EX_High,Transactions_Volume,Transaction_Volume_USD,Number_of_Transactions,Number_of_Transaction_Per_Block,Median_Transaction_Confirmation_Time,LTC_BTC_EX_High,LTC_BTC_EX_Low,LTC_BTC_EX_Average,LTC_BTC_EX_Volume,LTC_BTC_EX_Volume_Currency,USD_BTC_EX_Low,USD_BTC_EX_Volume_BTC,USD_BTC_EX_Volume_Currency,USD_BTC_EX_Weighted_Price,EUR_BTC_EX_High,EUR_BTC_EX_Low,EUR_BTC_EX_Volume_BTC,EUR_BTC_EX_Volume_Currency,EUR_BTC_EX_Weighted_Price
6/18/2017,1497744000,Year_2017,2570.312,201087.12,536083586.1,236554,1631.4,9.66,0.01796,0.01581,0.016885,4606.0894,273861.3374,2407.12,5469.163513,13591415.84,2485.099559,2351,2136.67047,153.5911339,339735.629,2211.948179
6/17/2017,1497657600,Year_2017,2587.999,253325.07,624436120,269937,1823.89,15.69,0.01801,0.01327,0.01564,8303.17114,519355.8364,2425.388,7982.380383,20129912.25,2521.79316,2336.03702,2159.37778,220.6543571,497164.0846,2253.135134
6/16/2017,1497571200,Year_2017,2499.5,299371.01,731207789.2,293141,1915.95,11.13,0.01357,0.01184,0.012705,2129.25503,168390.7321,2370,5806.715692,14276680.18,2458.649766,2247.1387,2090.11877,235.1730873,516124.917,2194.659784
6/15/2017,1497484800,Year_2017,2519,307843.12,753304915.4,287644,2054.59,12.55,0.01245,0.01138,0.011915,2024.6345,170892.2542,2250.585,15549.03701,37037448.81,2381.977018,2178.27152,1885.15844,390.5331451,806268.5426,2064.532941
6/14/2017,1497398400,Year_2017,2725.094,308894.41,848899018.3,291776,2069.33,11.43,0.01221,0.01096,0.011585,1746.10188,152429.7168,2385.548,9771.314466,25276281.9,2586.784203,2399.3188,2107.86721,204.5582879,463246.054,2264.616403
6/13/2017,1497312000,Year_2017,2725.38,316030.55,839906528.5,269098,1830.59,13.5,0.01117,0.01062,0.010895,787.01761,72526.97745,2600,5857.265025,15701792.17,2680.73787,2450,2200.61877,269.7323729,623576.5903,2311.834444
6/12/2017,1497225600,Year_2017,2889.499,221919,657286287.9,222892,1526.65,15.4,0.01143,0.01036,0.010895,1663.45366,154313.1501,2440,13421.50645,36029736.95,2684.477862,2550,2233.834,166.4180974,397617.3255,2389.267344
6/11/2017,1497139200,Year_2017,2887,235847.89,671075205.2,254993,1808.46,16.07,0.01165,0.01014,0.010895,2362.99723,218567.0585,2790,6181.123942,17521574.66,2834.690716,2530,2430,91.83735626,229009.2504,2493.639405
6/10/2017,1497052800,Year_2017,2860,240141.37,678997662,282184,1868.76,15.62,0.0106,0.01012,0.01036,764.87401,73989.25472,2721.374,5380.174645,15020045.14,2791.739326,2576.9,2428.40701,154.6143675,385553.903,2493.648612
6/9/2017,1496966400,Year_2017,2764,290137.13,810352769,307377,1862.89,17.05,0.01105,0.0105,0.010775,779.12449,72475.07632,2685,4304.59791,11736842.87,2726.582859,2462.02012,2363.08409,107.2298082,260375.6678,2428.202309
6/8/2017,1496880000,Year_2017,2718.258,331375.38,883089172.8,339720,2058.9,19.3,0.01128,0.01041,0.010845,886.68602,82160.94564,2580,5211.305519,13856013.25,2658.837253,2422.55359,2329.4828,159.3492871,377249.3587,2367.436753
6/7/2017,1496793600,Year_2017,2776.863,307402.77,886338620.3,297416,1969.64,16.92,0.01073,0.01035,0.01054,710.39724,67132.20274,2580.1,6306.186778,16958382.12,2689.165849,2482.255,2320,279.8556039,679406.1344,2427.702447
6/6/2017,1496707200,Year_2017,2848.888,295172.7,796468589.3,289930,1767.86,10.8,0.01143,0.01033,0.01088,997.13735,93236.12399,2610,13572.82415,36960384.17,2723.116705,2534.51622,2299,127.0861153,309014.7455,2431.538212
6/5/2017,1496620800,Year_2017,2637.993,249413.35,627567197.4,266044,1652.44,16.57,0.01192,0.01091,0.011415,1114.91572,97795.72283,2469,5512.963099,14062387.22,2550.785661,2299.999,2211.69071,142.035442,322119.7742,2267.88307
6/4/2017,1496534400,Year_2017,2505,324123.98,818661057.9,305320,1590.2,11.03,0.01116,0.01064,0.0109,542.9,49899.18976,2409.991,4907.210867,12138505.33,2473.605813,2250,2154.41877,64.97411261,144407.8912,2222.545032
6/3/2017,1496448000,Year_2017,2498.002,296956.94,726398967.5,271539,1859.85,12.76,0.01137,0.01054,0.010955,540.72372,49394.6996,2357,5013.902585,12206054.39,2434.44187,2240,2141.29458,91.58969979,200848.427,2192.915005
6/2/2017,1496361600,Year_2017,2430.495,394084.67,945504768.8,319709,1880.64,15.07,0.01189,0.01111,0.0115,711.20113,61916.84189,2300.102,4833.369946,11368426.02,2352.070326,2183,2101.59958,129.5891496,277302.2941,2139.85735
6/1/2017,1496275200,Year_2017,2382.523,373509.98,853819146.4,321634,1961.18,16.82,0.01228,0.011,0.01164,2752.6697,237538.4122,2210,9217.152634,21401897.36,2321.964083,2170.9,2025,155.0839479,327767.1673,2113.482225
5/31/2017,1496188800,Year_2017,2256.67,399669.58,894942261,347961,1943.91,13.92,0.01139,0.0108,0.011095,1633.13202,146677.9459,2105.002,5876.812569,12839423.82,2184.759794,2070,1885.949,190.6242811,382039.1312,2004.147263
5/30/2017,1496102400,Year_2017,2293.998,252272.09,574153810.8,321638,2130.05,10.71,0.01159,0.01097,0.01128,985.64102,87198.80286,2091,8286.221886,18249075.24,2202.339678,2096.46701,1884.11,199.9215924,406282.9194,2032.211301
5/29/2017,1496016000,Year_2017,2250,236729.17,519142526.1,308143,1867.53,9.78,0.0115,0.01087,0.011185,781.3445,69922.64252,2036,6821.643799,14757365.35,2163.315146,2082.091,1885.56044,196.6693518,392203.5559,1994.228141
5/28/2017,1495929600,Year_2017,2199.57,320932.55,646375171.1,331914,1975.67,17,0.01165,0.01036,0.011005,1459.15038,132785.1472,1948.995,9164.569283,19007752,2074.047499,2030,1795.52683,200.066345,386858.4697,1933.650909
5/27/2017,1495843200,Year_2017,2243.458,427853.65,946402388.9,333340,2178.69,15.36,0.01171,0.009,0.010355,4454.58805,426059.0309,1718.98,22960.39902,44176057,1924.010857,2021.41777,1582.11,643.936501,1139600.845,1769.741028
5/26/2017,1495756800,Year_2017,2525.921,506576.47,1209302552,350114,2147.93,11.69,0.01239,0.01132,0.011855,2872.03647,241924.2164,1990,18207.20904,40783750.18,2239.978136,2299.773,1834.781,457.0864095,944397.0769,2066.123729
5/25/2017,1495670400,Year_2017,2737.7,450541.37,1071925264,338642,2198.97,18,0.014,0.0115,0.01275,3970.72254,321942.2219,2133,26539.42922,65534054.7,2469.309124,2460.04944,1964,388.5068354,871693.0165,2243.700592
5/24/2017,1495584000,Year_2017,2460,448744.85,1026598217,367710,2188.75,10.76,0.01436,0.01299,0.013675,3926.8139,286560.5272,2221.399,11538.06236,27075599.32,2346.633124,2222.221,1987.691,273.9695057,574330.7861,2096.331067
5/23/2017,1495497600,Year_2017,2249.119,425013.92,888560604.1,327868,2245.67,11.36,0.01365,0.01115,0.0124,3669.9895,288634.9419,2101,10420.09898,22781990.51,2186.350683,2002.16533,1885.599,155.3723006,303881.1961,1955.826071
5/22/2017,1495411200,Year_2017,2227,266554.69,545513367.9,326057,2218.07,10.23,0.01281,0.01037,0.01159,3783.29671,329615.6462,2011.101,15201.18602,32567714.33,2142.445616,2000,1802.81074,543.7394697,1042479.312,1917.240461
5/21/2017,1495324800,Year_2017,2075.862,331908.79,681378820.8,352805,2138.21,19.32,0.01395,0.01247,0.01321,2323.55169,177358.9536,1960,7434.594984,15003040.79,2018.003781,1858.142,1780,131.4115514,238639.9147,1815.973651
5/20/2017,1495238400,Year_2017,2000,437720.1,858596952.5,319502,1948.18,11.88,0.01422,0.0132,0.01371,666.9114,48646.97196,1911.001,5745.756497,11267094.92,1960.941944,1816.0629,1725.008,91.00591589,161294.0526,1772.346897
5/19/2017,1495152000,Year_2017,1927.698,356585.58,677185578.4,288904,2034.53,12.08,0.01521,0.01347,0.01434,1904.03335,133805.3029,1813.404,7390.840991,13817516.81,1869.545945,1764.327,1646.008,129.7742512,221180.0229,1704.344436
5/18/2017,1495065600,Year_2017,1840,518560.4,937290192.6,317527,2048.56,13.9,0.01554,0.01334,0.01444,2400.3425,166057.5223,1757.001,7455.818598,13407143.78,1798.212176,1686.99498,1595.52,215.6716121,353648.3811,1639.753965
5/17/2017,1494979200,Year_2017,1778.38,332635.73,578464171.3,233977,1772.55,13.69,0.01453,0.012,0.013265,3344.3264,253874.8853,1681.2,7983.010391,13985382.81,1751.89335,1630,1546.77297,216.6359602,348555.9182,1608.947646
5/16/2017,1494892800,Year_2017,1719.999,401257.57,691417744.1,329229,1936.64,10.03,0.01481,0.01293,0.01387,3968.50487,285881.6095,1600.3,8154.7619,13548864.31,1661.466574,1596.63,1467.85102,169.2550889,259761.2834,1534.732486
5/15/2017,1494806400,Year_2017,1723.685,246099.9,437151327.8,369098,2250.59,13.28,0.0161,0.01445,0.015275,2314.39671,151533.0187,1624,6329.944539,10601294.05,1674.784665,1615.993,1519,240.9652821,376557.1783,1562.703038
5/14/2017,1494720000,Year_2017,1754.097,250751.31,444311275.7,329266,2083.96,13.48,0.01688,0.01559,0.016235,1556.39703,96047.42722,1681,3871.233633,6681052.638,1725.820054,1647.85276,1579.66794,84.29352266,136040.3671,1613.88874
5/13/2017,1494633600,Year_2017,1734.87,343919.54,591706179.2,317698,2062.97,19.02,0.01641,0.01541,0.01591,2415.95145,151370.8785,1583,6962.67367,11571254.35,1661.898129,1615.96787,1471.81878,102.2935794,158277.1763,1547.283586
5/12/2017,1494547200,Year_2017,1790,364410.76,663588561.1,294743,2183.28,13.84,0.01755,0.016,0.016775,2364.07552,142008.3288,1600.1,9112.761543,15595528.25,1711.39431,1672,1492.02538,284.5526331,453450.1398,1593.554538
5/11/2017,1494460800,Year_2017,1800,416118.52,733569624.9,311391,2103.99,17.44,0.01883,0.0155,0.017165,5113.38357,303075.2231,1680.484,7817.996196,13761343.51,1760.213636,1689.997,1567.6541,171.3165774,283099.4484,1652.49302
5/10/2017,1494374400,Year_2017,1707,442341.02,761394965.4,332879,2147.6,10.61,0.02187,0.01743,0.01965,11508.11152,594812.8427,1607.419,10842.01473,18070524.85,1666.712812,1618.41,1490,242.1631164,380414.4769,1570.901806
5/9/2017,1494288000,Year_2017,1705.893,438151.01,718838977.1,365096,2028.31,14.27,0.01846,0.01384,0.01615,9070.13152,564742.2634,1588.03,13489.70792,22507563.13,1668.498923,1578.196,1481.97001,429.5911805,667019.3871,1552.68408
5/8/2017,1494201600,Year_2017,1641.85,276993.75,425425969.1,316011,1892.28,15.4,0.01905,0.0165,0.017775,4420.6583,248210.1494,1497,8609.253236,13617479.1,1581.725932,1512.164,1382.54506,198.7158723,290784.947,1463.320185
5/7/2017,1494115200,Year_2017,1519.895,303559.11,473676745.1,363022,2160.84,15.63,0.02005,0.01793,0.01899,4519.62076,235996.0041,1469.003,5399.456031,8007172.11,1482.959036,1401,1345.24096,76.37821008,104915.1123,1373.626223
5/6/2017,1494028800,Year_2017,1487.211,373364.4,572492738.3,267193,2071.26,13.25,0.01825,0.0165,0.017375,2621.31504,151135.6676,1433.983,4215.478657,6167486.261,1463.057167,1377.81221,1333.08226,43.15789045,58678.58561,1359.625899
5/5/2017,1493942400,Year_2017,1485,397991.61,600287612.5,354737,2111.52,11.76,0.0177,0.01533,0.016515,6539.38718,391450.9659,1405.777,9876.053586,14346250.76,1452.629902,1401,1315.01877,221.8119872,301985.1305,1361.446396
5/4/2017,1493856000,Year_2017,1519.999,317492.17,478643852.4,295149,2235.97,18.57,0.01616,0.0137,0.01493,7710.54523,520229.4024,1345.8,15270.65239,22004457.13,1440.963789,1420,1257.25898,317.4403836,428040.3369,1348.41173
5/3/2017,1493769600,Year_2017,1409,316525.21,459618754.8,333161,2108.61,9.73,0.0144,0.01068,0.01254,10613.00105,798816.5274,1361.22,9332.037034,12958105.05,1388.561254,1308.61877,1249.38,195.1899545,250823.3481,1285.021807
5/2/2017,1493683200,Year_2017,1425,312196.23,442436010.5,294786,1965.24,14.75,0.01154,0.01035,0.010945,2240.55731,204855.7229,1355.073,7251.310314,10082549.68,1390.445209,1300,1228.22701,110.8287602,140866.739,1271.030541
5/1/2017,1493596800,Year_2017,1394.869,199722.12,270224936.6,281489,1864.16,14.5,0.01204,0.01052,0.01128,2570.05114,228046.7033,1292.833,6922.84369,9274328.7,1339.670389,1265,1185,114.2595055,139338.7027,1219.493312
4/30/2017,1493510400,Year_2017,1314.455,268392.27,358298055.7,341319,1972.94,9.86,0.01228,0.01158,0.01193,1242.48128,103913.442,1284.755,3852.594609,4989440.002,1295.085652,1199,1177.52249,42.12294358,50246.79791,1192.860556
4/29/2017,1493424000,Year_2017,1303.123,317159.21,422232300.4,305271,2244.63,13.5,0.01198,0.01088,0.01143,1315.15775,114642.9747,1279,3896.90337,5030525.147,1290.90323,1195,1165.63688,40.36642623,47567.99062,1178.404805
4/28/2017,1493337600,Year_2017,1309.8,299790.68,403324576,297884,2026.42,20.25,0.01138,0.01061,0.010995,1429.13588,129028.1921,1272.001,5695.98652,7363328.26,1292.722206,1198,1168.01,71.85066948,85246.85238,1186.444789
4/27/2017,1493251200,Year_2017,1315.112,286080.06,374510235.1,334471,2186.08,17.97,0.0117,0.01017,0.010935,2074.69584,188614.901,1269.961,7433.254708,9596738.349,1291.054689,1195,1164.603,106.1431565,124987.4415,1177.536505
4/26/2017,1493164800,Year_2017,1278.056,306659.17,392344255.7,325387,2198.56,24.67,0.01244,0.01137,0.011905,2805.88475,233387.9179,1243.101,6076.383365,7680174.87,1263.938499,1177.9,1152,100.7071171,117286.9383,1164.634057
4/25/2017,1493078400,Year_2017,1264.197,218198.46,275563451.4,222671,1795.73,11.8,0.0123,0.01104,0.01167,2983.71494,255747.4615,1239.116,5124.20728,6419839.671,1252.845429,1174.999,1140.43825,123.8451361,143450.0256,1158.301651
4/24/2017,1492992000,Year_2017,1248,159473.77,216214543.2,245039,1601.56,14.3,0.01235,0.01143,0.01189,1836.61725,154642.4497,1225,4425.865143,5484366.201,1239.162519,1150,1135.40235,73.44040734,83905.64745,1142.499756
4/23/2017,1492905600,Year_2017,1241.987,176541.94,237925578,268712,1853.18,14.47,0.01288,0.01113,0.012005,6355.34349,521228.6301,1212.129,5041.408807,6205479.937,1230.901951,1159.799,1121.534,72.37330105,83144.54402,1148.828958
4/22/2017,1492819200,Year_2017,1240,259347.85,343765582.7,330354,1978.16,14.87,0.01151,0.00957,0.01054,4530.96325,421133.6835,1200,5893.683193,7191572.996,1220.217097,1156.47538,1119.67426,70.97131828,80454.15711,1133.615086
4/21/2017,1492732800,Year_2017,1245,280159.86,362526871.2,269625,1939.74,12.15,0.0101,0.00871,0.009405,2558.32655,266641.9189,1225.3,5533.026625,6835428.824,1235.386939,1159.85,1137.24601,66.78862585,76996.70064,1152.841515
4/20/2017,1492646400,Year_2017,1249,250893.42,318007414.5,310104,2168.55,11.11,0.00937,0.0081,0.008735,1667.98746,189697.9208,1210,6738.987267,8266593.823,1226.681918,1154.5,1122.506,65.48538886,74509.07338,1137.796914
4/19/2017,1492560000,Year_2017,1220.218,282978.36,358703371.1,303091,2075.96,16.57,0.00925,0.00835,0.0088,1053.33218,120702.1486,1200.986,3956.653978,4800692.466,1213.321279,1134.877,1111.01301,95.7119487,107690.9363,1125.156657
3/5/2017,1488672000,Year_2017,1258,203694.74,257999763.7,268875,2006.52,21.14,0.00328,0.00309,0.003185,246.81946,77451.70541,1235,2866.085137,3571157.322,1246.005318,1191,1165.285,99.15150358,116865.631,1178.657174
3/4/2017,1488585600,Year_2017,1263.997,330581.43,426416987.4,337310,2233.84,19.95,0.00346,0.00304,0.00325,587.27761,182777.771,1221.4,4206.492251,5256200.197,1249.544724,1211.04696,1159.36927,77.68679373,92400.43477,1189.39694
3/3/2017,1488499200,Year_2017,1269.999,345021.2,434381700.8,329428,2098.26,23.25,0.00323,0.00312,0.003175,216.64737,68139.435,1224,6367.245636,7969427.092,1251.628655,1220,1177.04602,94.42196386,113663.5118,1203.782543
3/2/2017,1488412800,Year_2017,1262,234425.17,288085091.7,315883,2193.63,14.38,0.00325,0.00311,0.00318,168.17231,52728.49846,1195,9699.190299,11907975.79,1227.728854,1205,1143,283.8561388,335835.6517,1183.119214
3/1/2017,1488326400,Year_2017,1203.791,214370.21,254779003.3,325414,2126.88,12.55,0.0033,0.00319,0.003245,197.72667,61002.06855,1170.5,5747.18284,6834697.42,1189.22568,1157.364,1112.85848,93.3258956,106439.031,1140.509077
2/28/2017,1488240000,Year_2017,1189,221116.89,263969347.8,284555,1976.07,12.16,0.00341,0.00327,0.00334,112.22533,33738.02391,1170.5,4941.104337,5822523.208,1178.384995,1130,1110.001,165.6718439,184805.0682,1115.48869
2/27/2017,1488153600,Year_2017,1185.8,168919.19,199679377.8,265203,1489.9,11,0.00344,0.00328,0.00336,136.89516,40920.7598,1142.414,4887.967155,5701608.891,1166.458102,1118.99,1072.17751,64.94381069,71468.574,1100.467823
2/26/2017,1488067200,Year_2017,1147.661,198406.55,227869925.6,326521,1955.21,10.63,0.00344,0.00322,0.00333,356.18846,107111.0657,1127.579,3579.060521,4079931.002,1139.94468,1080,1008.47637,49.20496664,52328.4138,1063.47829
2/25/2017,1487980800,Year_2017,1156,319779.86,377500126.9,350751,2112.95,20.87,0.00347,0.00329,0.00338,93.92941,27732.12488,1100,4993.115903,5669461.229,1135.455563,1091.43773,1052.30001,53.93484342,57994.85961,1075.276314
2/24/2017,1487894400,Year_2017,1188.14,278550.22,329524919.7,325913,2172.75,11.98,0.00352,0.00341,0.003465,83.11684,23972.18488,1099.992,9785.15601,11262534,1150.981547,1118.99,1060,373.1315292,403329.0316,1080.929914
2/23/2017,1487808000,Year_2017,1150,198255.61,223493550.8,284024,2043.33,16.13,0.00354,0.00339,0.003465,126.57748,36480.54209,1087.89,7315.61238,8214933.15,1122.931714,1097,1046.49595,106.7547695,114599.8716,1073.487135
2/22/2017,1487721600,Year_2017,1100,211907.88,239455904.8,279090,2022.39,12.28,0.00362,0.00349,0.003555,116.92132,32828.73481,1063.73,5208.039062,5662697.02,1087.29926,1058.1,1037,43.09055494,45097.89989,1046.584338
2/21/2017,1487635200,Year_2017,1095.076,177737.95,194658608.6,282728,1910.32,17.12,0.00363,0.00356,0.003595,64.11907,17853.84113,1055.179,6490.662614,6972202.335,1074.189609,1054.29987,1002,161.260628,165236.1973,1024.653069
2/20/2017,1487548800,Year_2017,1060,162299.89,171469835.1,251721,1878.51,11.51,0.00371,0.00358,0.003645,79.22289,21781.66084,1025.005,5355.590383,5573442.412,1040.6775,1019.60699,985.2,111.7977543,111678.526,998.9335355
2/19/2017,1487462400,Year_2017,1039,167671.19,177697930.5,288149,1895.71,10.76,0.00378,0.00365,0.003715,70.23226,18922.55163,1020,3286.47717,3392461.61,1032.248646,1000.3,978,44.88825669,44500.82371,991.3689457
2/18/2017,1487376000,Year_2017,1042.479,259513.03,274772401.3,319767,2117.66,12.86,0.00383,0.00372,0.003775,122.11375,32325.92167,1028,4363.670478,4522613.535,1036.424166,1003,982.25432,111.3387201,110989.7218,996.8654368
2/17/2017,1487289600,Year_2017,1040,209183.42,216881376.3,285329,1877.16,11.63,0.00384,0.00376,0.0038,103.34821,27216.79312,1015.796,5928.821848,6105336.292,1029.772263,999.98,976.61428,96.20774076,95304.12103,990.6076192
2/16/2017,1487203200,Year_2017,1032,199854.02,202631991.9,294786,2120.76,19.27,0.0038,0.00365,0.003725,171.15007,45667.88023,995,6278.293547,6343679.383,1010.414587,988,960.0001,58.80734193,57284.05428,974.0969818
2/15/2017,1487116800,Year_2017,998,227168.88,230076645.5,315084,1864.4,12.77,0.00382,0.00374,0.00378,106.52263,28263.94578,989.345,3965.2337,3942458.878,994.2563734,968,954.6095,65.42770697,62955.86848,962.2203099
2/14/2017,1487030400,Year_2017,998,193640.68,193290195,288290,1768.65,9.26,0.00379,0.00373,0.00376,85.51433,22774.2366,978.834,6671.566244,6607242.634,990.3585444,964.7219,950.56,102.9471716,98370.03024,955.5389303
2/13/2017,1486944000,Year_2017,993.2,117232.79,116833030.1,238182,1689.23,13.97,0.00385,0.00375,0.0038,117.08243,30733.73911,962.045,4652.616443,4573731.442,983.0450238,961,930.441,148.8490198,141834.4055,952.8742996
2/12/2017,1486857600,Year_2017,997.2,162125.91,162450165.4,262686,1889.82,17.15,0.00391,0.00376,0.003835,250.56142,65284.47746,983.5,3238.735778,3207176.554,990.2556968,957.9998,940,55.11723179,52302.92335,948.9395902
2/11/2017,1486771200,Year_2017,1000,296633.84,295832936.5,304456,2057.13,10.43,0.00392,0.00367,0.003795,514.45459,134705.4714,972.156,5038.406088,4999237.636,992.2260231,960,940.959,47.84430363,45633.90318,953.8001334
2/10/2017,1486684800,Year_2017,998.222,362368.05,354395955,346544,2050.55,16.62,0.00383,0.0037,0.003765,195.66823,52030.63702,935,7496.769714,7208285.206,961.518825,966.21819,901,154.8643672,143985.2382,929.750599
2/9/2017,1486598400,Year_2017,1050,256176.1,268446935.6,308316,2111.75,13.03,0.00388,0.00376,0.00382,137.91792,36215.83022,914,16517.46886,16096151.55,974.4926228,1003.49,888.4788,460.7839363,434853.2924,943.7249395
2/8/2017,1486512000,Year_2017,1050.555,252326.78,265069292,325268,2154.09,23.87,0.00392,0.00385,0.003885,118.27294,30418.08211,1010,7238.403874,7467089.34,1031.593355,992.67263,972.589,164.2681551,160885.4307,979.4073027
2/7/2017,1486425600,Year_2017,1040,213855.38,218667131.4,230027,1840.21,18.28,0.00393,0.00385,0.00389,84.43668,21699.90362,1002.999,5572.55654,5718386.427,1026.169297,986,951.31001,94.16954869,91557.68759,972.2642708
2/6/2017,1486339200,Year_2017,1010,187004.44,189360700.5,292101,1837.11,16.67,0.00398,0.00383,0.003905,171.39179,43873.08347,990.51,3524.165462,3537114.996,1003.674497,959.07673,940.02,49.26722786,46888.80947,951.7241279
2/5/2017,1486252800,Year_2017,1008.092,212973.24,219852279.3,286326,1974.66,21.34,0.00442,0.0039,0.00416,589.01721,146343.4224,982,3147.7642,3136592.896,996.4510355,967.5,940.01,107.2308499,101586.5083,947.3627078
2/4/2017,1486166400,Year_2017,1014.291,264280.11,267715754.1,323563,2171.56,16.46,0.00413,0.00403,0.00408,170.87352,42120.55796,980,4581.365153,4572308.045,998.0230547,964,931.782,85.65485636,81260.6541,948.6987376
2/3/2017,1486080000,Year_2017,1000,206551.92,208080409.8,259559,1653.24,15.34,0.00421,0.0041,0.004155,163.95889,39463.76054,970.9,6970.975832,6909180.822,991.135386,950,930.22307,179.5771138,169265.5371,942.5785584
2/2/2017,1485993600,Year_2017,994.8,271145.34,265703457.7,350560,1825.83,13.47,0.00454,0.00415,0.004345,528.00051,120718.1463,959.22,5192.076358,5077015.057,977.8390585,939,912,109.5785357,101283.9842,924.3049614
2/1/2017,1485907200,Year_2017,973,227771.61,219553619.8,307683,2121.95,23.92,0.00442,0.00418,0.0043,561.46151,130663.5067,946.203,6106.065155,5847204.325,957.6059503,930,888.0333,142.028639,129117.8391,909.0972075
1/31/2017,1485820800,Year_2017,951.079,161054.23,147934759.6,250829,1718,10.43,0.00422,0.00416,0.00419,92.17013,22010.16342,910,7546.765161,7025582.55,930.9396012,900,869.97,93.07171265,82601.12893,887.4998276
1/30/2017,1485734400,Year_2017,915,143425.2,130997412.2,241627,1446.86,13.02,0.00422,0.00415,0.004185,128.67104,30712.61501,903,2538.514512,2312853.796,911.1052094,875.5,863,53.69319721,46832.4965,872.2240233
1/29/2017,1485648000,Year_2017,914.399,120787.04,110954977.3,246395,1621.01,16.92,0.00423,0.00412,0.004175,245.31654,58732.25595,905,1577.564302,1433191.957,908.484019,875.5,864.47749,38.91395336,33905.50454,871.2942687
1/28/2017,1485561600,Year_2017,915,188459.94,172944033.5,263332,1549.01,10.22,0.00423,0.00403,0.00413,227.93622,54741.13279,900,2683.99505,2439411.247,908.8732288,875.5861,863.007,39.62064025,34559.08305,872.2494849
1/27/2017,1485475200,Year_2017,910,251581.08,230425627,317904,2024.86,10.21,0.00424,0.00407,0.004155,148.09487,35718.40483,899.559,3832.381921,3471645.732,905.871545,875,860,83.94966322,72922.52039,868.6457765
1/26/2017,1485388800,Year_2017,907.99,304488.24,271755757.1,305961,2039.74,12.56,0.00423,0.00414,0.004185,108.4105,25901.97322,884.758,4757.600314,4265565.934,896.5792947,867.20457,846.997,93.34565901,80191.23575,859.078361
1/25/2017,1485302400,Year_2017,899.498,263431.86,234204104,278177,1866.95,24.27,0.00423,0.00412,0.004175,198.73841,47658.22141,875,4277.601192,3796964.959,887.6388398,862.77,843,119.5037624,101679.7055,850.8494081
1/24/2017,1485216000,Year_2017,914,215184.89,198400469.2,236692,1702.82,14.47,0.00428,0.00414,0.00421,417.44834,99743.50468,887.956,5647.661826,5093472.222,901.8727358,880,850,482.2714693,418341.935,867.4407707
1/23/2017,1485129600,Year_2017,915,229821.85,210976459,236886,1361.41,9.97,0.00438,0.00419,0.004285,192.73274,45091.74831,900,4499.843604,4088589.721,908.6070717,875.9999,867.5,170.9371585,148898.441,871.0712305
1/22/2017,1485043200,Year_2017,925,222988.68,206063844.5,263562,1456.14,9.92,0.0044,0.00429,0.004345,159.72896,36735.47881,880,5100.39958,4624225.593,906.6398662,886.02057,850.44,157.0246254,136298.7244,868.0085947
1/21/2017,1484956800,Year_2017,920.131,256692.9,230407548.7,298377,1578.71,10.9,0.00443,0.00426,0.004345,237.41735,55028.03765,885.421,4446.667449,4042741.678,909.1621366,876.12,850.4474,54.47944851,47317.56779,868.539772
1/20/2017,1484870400,Year_2017,889,260588.21,234505943.3,300605,1727.61,10.02,0.00449,0.00431,0.0044,196.59949,44801.896,870,3769.894383,3323511.892,881.5928391,857.99999,845,154.9229275,131923.0852,851.5401001
1/19/2017,1484784000,Year_2017,889.632,295532.82,259176379.5,298751,1978.48,12.42,0.00467,0.0043,0.004485,371.15557,83410.92276,865,5300.743906,4659476.571,879.0231434,857.5,838.97,149.1203532,126583.3578,848.8670732
1/18/2017,1484697600,Year_2017,897.187,323187.11,292157921.6,292697,1852.51,15.14,0.00477,0.00464,0.004705,148.12841,31671.57654,844.1,7379.976639,6425099.697,870.6124709,859.11498,821.5,383.4270535,323953.6845,844.8900033
1/17/2017,1484611200,Year_2017,897,249414.31,207038818.9,267640,1583.66,12.6,0.00482,0.00473,0.004775,56.1677,11780.77982,814.546,11155.76913,9688201.525,868.4476534,860,791,195.3112986,163147.3176,835.3194045
1/16/2017,1484524800,Year_2017,822,193769.24,159034173.1,235999,1413.16,7,0.00486,0.00466,0.00476,254.83622,53681.75837,807,4509.11657,3684521.531,817.127141,802.922,782.875,57.03459208,45367.04566,795.4303521
1/15/2017,1484438400,Year_2017,821.333,189694.96,154658301.4,242269,1408.54,6.83,0.00501,0.00472,0.004865,265.26894,54427.62,803.5,2909.710567,2359617.375,810.9457353,791.502,778.46702,45.5927656,35790.56158,785.0052768
1/14/2017,1484352000,Year_2017,823,310296.05,256962365,275149,1822.17,8.98,0.00514,0.0049,0.00502,551.66652,109868.1892,795.94,4642.420606,3780166.348,814.266235,813.40867,779.5,77.97351544,61971.87487,794.7810808
1/13/2017,1484265600,Year_2017,825,394742.84,317369300.9,297756,1721.13,8.5,0.00519,0.00473,0.00496,639.48237,128310.3,763,7834.728043,6260062.535,799.0146564,799.99,755,272.4731122,213051.6249,781.9179778
1/12/2017,1484179200,Year_2017,817.999,495840.25,389299060.5,303058,1980.77,15.27,0.005,0.00435,0.004675,721.37767,154607.8889,750,11667.19174,9114464.117,781.2046225,850,726.10003,351.7126626,273047.0955,776.3356983
