Date,date_unix,categories,USD_BTC_EX_High,Transactions_Volume,Transaction_Volume_USD,Number_of_Transactions,Number_of_Transaction_Per_Block,Median_Transaction_Confirmation_Time,LTC_BTC_EX_High,LTC_BTC_EX_Low,LTC_BTC_EX_Average,LTC_BTC_EX_Volume,LTC_BTC_EX_Volume_Currency,USD_BTC_EX_Low,USD_BTC_EX_Volume_BTC,USD_BTC_EX_Volume_Currency,USD_BTC_EX_Weighted_Price,EUR_BTC_EX_High,EUR_BTC_EX_Low,EUR_BTC_EX_Volume_BTC,EUR_BTC_EX_Volume_Currency,EUR_BTC_EX_Weighted_Price
2/29/2016,1456704000,Year_2016,437.9,337806,146428747,224697,1395,8.95,0.00808,0.00785,0.007965,399.82259,50182.28614,428.88,7658.032996,3327273.499,434.4814786,395,390.51,55.01521218,21682.36115,394.1157416
2/28/2016,1456617600,Year_2016,434.87,345129,149095588,182423,1663,8.55,0.00808,0.00786,0.00797,726.51378,90879.76481,422.701,3672.832629,1574950.543,428.8108668,394.89,385.73,31.44425582,12297.81542,391.0989495
2/27/2016,1456531200,Year_2016,434.366,336689,142870420,209880,1760,7.466666667,0.00802,0.0078,0.00791,472.30292,59689.02226,428.4,4362.958799,1879737.537,430.8400842,395.947,390,44.68123896,17583.14925,393.5242098
2/26/2016,1456444800,Year_2016,432,357288,150561021,218699,2036,8.966666667,0.00801,0.00774,0.007875,512.78067,65073.03198,419.216,5186.950501,2203701.935,424.8550155,390.245,380,116.8944684,45173.02698,386.4428112
2/25/2016,1456358400,Year_2016,427.2,331024,140056077,225112,1968,9.833333333,0.00807,0.00756,0.007815,971.18551,123361.9157,418.593,5482.222949,2315593.624,422.3822427,390,383,42.7540119,16466.96773,385.1560825
2/24/2016,1456272000,Year_2016,425.099,376960,157192209,246578,1508,9.166666667,0.00773,0.00763,0.00768,200.81096,26165.54599,413.4,5593.922019,2355010.153,420.9944553,390,377.003,33.48708099,12895.85825,385.0995031
2/23/2016,1456185600,Year_2016,438.002,324376,142238677,224964,1392,10.4,0.00777,0.00759,0.00768,453.51989,59289.93324,413.598,8530.962433,3615810.47,423.8455507,396,380.12,172.3169899,67041.89805,389.0614507
2/22/2016,1456099200,Year_2016,438.851,314704,136792550,209276,1399,9.916666667,0.00793,0.00763,0.00778,725.92629,93653.31182,427.414,6370.708617,2764015.968,433.8631907,398.97,386.303,192.2392014,75599.56114,393.2577778
2/21/2016,1456012800,Year_2016,444.999,345692,151924621,225259,1508,7.9,0.00786,0.00775,0.007805,305.13788,39120.72411,426.027,8980.921108,3918331.661,436.2950764,400,384,108.526486,42405.97181,390.7430655
2/20/2016,1455926400,Year_2016,439.98,320564,134002007,215552,1830,9.233333333,0.00788,0.00771,0.007795,274.73266,35231.62312,417.883,10297.65954,4430470.579,430.240538,398,379,122.8450496,47883.98361,389.7917234
2/19/2016,1455840000,Year_2016,421.35,359979,150820601,212765,1826,5.933333333,0.00798,0.0078,0.00789,343.34469,43662.3396,414.8,5323.106139,2227989.441,418.5506324,382.79,375,31.8487732,12100.03398,379.9215092
2/18/2016,1455753600,Year_2016,425,409578,171220047,227403,1730,9.5,0.00807,0.00791,0.00799,413.71564,51990.25028,413.466,8805.238992,3697128.614,419.8782812,384.4,371.598,190.8166281,72619.43543,380.5718408
2/17/2016,1455667200,Year_2016,421.5,369361,150215514,218780,1660,8.65,0.00808,0.008,0.00804,337.73761,42107.90869,405.001,7633.288254,3179230.464,416.4955335,379.64,362.75,100.5987716,37469.64528,372.4662309
2/16/2016,1455580800,Year_2016,414.676,359679,144821341,207397,1425,8.233333333,0.00809,0.00802,0.008055,670.89111,83407.56902,398.976,8687.323193,3517325.271,404.8802138,369.06,357.333,137.1174762,49721.57988,362.6202965
2/15/2016,1455494400,Year_2016,410,260679,104891981,188927,1550,6.216666667,0.00815,0.00804,0.008095,608.07013,75187.83828,397,7800.87792,3151512.775,403.9946282,365,356.127,81.43827532,29381.79029,360.7860084
2/14/2016,1455408000,Year_2016,407.5,308067,119714883,190560,1182,7.65,0.00817,0.00808,0.008125,444.08963,54641.31176,393.474,5694.207875,2277076.853,399.8935239,365,349,193.6266355,69326.04265,358.0398042
2/13/2016,1455321600,Year_2016,394.001,310536,118457185,202906,1624,7.1,0.00818,0.00807,0.008125,355.71923,43792.36162,387.545,5015.956629,1964419.878,391.6341434,350,344.201,51.09643435,17740.07824,347.1881839
2/12/2016,1455235200,Year_2016,391.317,358666,135127313,227463,1468,5.983333333,0.0082,0.00811,0.008155,536.50868,65823.56965,382.33,6421.810246,2485479.287,387.0371736,350,339.98,133.6037146,46340.30652,346.8489378
2/11/2016,1455148800,Year_2016,387.001,342728,129887155,233941,1401,7.266666667,0.00819,0.00803,0.00811,288.02667,35420.14209,380.06,3871.734163,1484494.503,383.4184995,344.044,337,56.02239739,19035.33051,339.7807198
2/10/2016,1455062400,Year_2016,389.449,291366,108565966,230799,1049,8.316666667,0.00818,0.00802,0.0081,254.15662,31465.91761,376.996,7804.308063,2990215.335,383.1493211,345.99,333.531,134.7434541,45544.97347,338.0125125
2/9/2016,1454976000,Year_2016,380,248301,93311393,220559,1245,7.733333333,0.00824,0.00802,0.00813,498.17901,61394.2535,374.409,5390.278228,2037567.094,378.0077776,340,334,48.97501497,16453.75351,335.9621945
2/8/2016,1454889600,Year_2016,381.999,212980,79599219,212134,1276,6.833333333,0.00827,0.00814,0.008205,239.03666,29085.13215,374.1,3963.313825,1500908.884,378.7004891,352,335.651,73.03411989,25185.60687,344.8471331
2/7/2016,1454803200,Year_2016,383.817,324084,120896315,232752,1184,6.516666667,0.00821,0.00813,0.00817,228.8848,28053.14699,375.2,4520.374389,1719102.559,380.3009245,346.01,335,92.13283154,31183.45651,338.4619357
2/6/2016,1454716800,Year_2016,388.491,402893,155714041,215910,1384,6.166666667,0.00825,0.00811,0.00818,280.97292,34393.34427,377.991,4734.385356,1810080.098,382.3263132,350.28,338.438,108.9515244,37197.21979,341.410733
2/5/2016,1454630400,Year_2016,392.5,314482,121094475,201065,1365,6.883333333,0.00827,0.00807,0.00817,349.69005,42817.04291,385.87,4959.835422,1934453.083,390.0236437,352,346.92,50.35688001,17661.54108,350.7274691
2/4/2016,1454544000,Year_2016,392,292879,107890707,200087,1369,7.483333333,0.0082,0.00807,0.008135,251.29063,30951.35808,368,8376.529,3204393.215,382.5442752,352,339.59,132.1491183,46119.76511,348.9979025
2/3/2016,1454457600,Year_2016,379.887,387109,144577638,231998,1165,8.666666667,0.0083,0.0081,0.0082,687.87311,83903.38816,365.155,9293.849237,3470855.969,373.4573136,350.549,336,63.03438539,21633.51307,343.2017768
2/2/2016,1454371200,Year_2016,381.6,405273,150761429,221764,1218,8.55,0.00831,0.0081,0.008205,560.01459,68625.69815,375.003,5155.596333,1951613.205,378.5426708,353.4,345.147,58.13514259,20341.0944,349.8932573
2/1/2016,1454284800,Year_2016,381.536,202151,76182517,168625,1199,6.816666667,0.00838,0.00795,0.008165,2558.26336,314346.6772,371.036,6713.456291,2535382.392,377.6567959,357.3,342.006,109.2265686,37999.68205,347.8977921
1/31/2016,1454198400,Year_2016,383,389588,147357727,209984,1086,7.25,0.008,0.00791,0.007955,560.97581,70592.93973,369.963,3011.286658,1143336.316,379.6836523,355.42,343,41.62390406,14610.65983,351.0160845
1/30/2016,1454112000,Year_2016,383.999,389924,147102840,222622,1149,7.05,0.00798,0.00781,0.007895,779.75055,98893.3075,377,3305.374116,1260926.66,381.4777439,355.85,350.921,32.60737201,11499.84917,352.676357
1/29/2016,1454025600,Year_2016,385.897,394562,150896201,231454,1414,9.55,0.008,0.00786,0.00793,632.56266,79861.97666,366.5,8612.201062,3254701.356,377.9174839,356.957,340.926,111.022678,38813.01237,349.5953536
1/28/2016,1453939200,Year_2016,396.651,341404,134666967,226385,1260,7.666666667,0.00807,0.00791,0.00799,460.29947,57597.44477,380.56,5497.132104,2118446.504,385.3730388,367.46,345.903,121.8698094,43303.29681,355.3242351
1/27/2016,1453852800,Year_2016,398.608,315971,124530436,236175,942,8.516666667,0.00804,0.0078,0.00792,702.06834,88558.90349,392.013,5592.324205,2211155.532,395.3911559,370,362.271,94.97165174,34777.11895,366.1842066
1/26/2016,1453766400,Year_2016,399,464271,179714636,210592,1186,6.9,0.00807,0.00781,0.00794,855.96273,108689.954,391.6,4396.906989,1739990.537,395.7305764,368.51,362.18,21.63634704,7896.158102,364.9487636
1/25/2016,1453680000,Year_2016,405,197719,80026649,193572,1309,8.033333333,0.0081,0.00781,0.007955,792.52688,100012.1507,390.5,6281.050893,2495491.647,397.3047965,371.86,360.8,34.26223642,12580.36171,367.1786497
1/24/2016,1453593600,Year_2016,403,281154,109228485,200913,1563,6.483333333,0.00792,0.00782,0.00787,367.39217,46699.90767,389.178,8537.12289,3405945.156,398.9570257,373.38,358.35,88.89409242,32640.56188,367.1848263
1/23/2016,1453507200,Year_2016,397.267,265149,102268007,226106,1470,8.333333333,0.00792,0.0078,0.00786,796.36995,101579.1957,384.791,4597.588934,1800899.752,391.7052564,367.426,356.06,47.03306157,16961.89811,360.6377629
1/22/2016,1453420800,Year_2016,411.86,331592,135289667,210240,1440,9.166666667,0.00802,0.00785,0.007935,819.80584,103461.0084,380,10059.14058,3950087.162,392.6863465,379.969,350.94,82.92246807,30091.35916,362.8854744
1/21/2016,1453334400,Year_2016,423.333,313982,128208178,196033,1217,8.583333333,0.00833,0.00791,0.00812,1922.23666,236167.5328,402.852,8470.299584,3502879.892,413.5485242,390,372.24,111.6042497,42723.21781,382.809955
1/20/2016,1453248000,Year_2016,425.656,227882,86289615,205735,1166,8.316666667,0.00846,0.00802,0.00824,1793.83646,218451.3503,375.374,15655.43819,6312286.722,403.200897,394.797,348,93.17679914,34969.3191,375.3007124
1/19/2016,1453161600,Year_2016,388,191993,73971077,213934,1122,5.95,0.0081,0.00801,0.008055,287.93657,35752.41269,379,5924.996475,2280420.639,384.8813495,361.55,351.074,48.46708239,17257.25892,356.0614352
1/18/2016,1453075200,Year_2016,388,180107,69422433,192731,1370,8.433333333,0.00816,0.0079,0.00803,642.2384,79589.45072,374.77,7217.826525,2766254.213,383.2530753,359.999,349.25,49.17498566,17431.49265,354.4788558
1/17/2016,1452988800,Year_2016,390.14,304279,112705089,190301,1568,9.3,0.00797,0.00788,0.007925,170.96937,21588.18205,377.15,6540.085429,2514975.894,384.5478659,367.66,349.25,106.3410634,38410.28134,361.1989585
1/16/2016,1452902400,Year_2016,390,325720,127558283,185105,1342,10.5,0.0081,0.00789,0.007995,910.50443,114172.0695,346.012,23093.04393,8507418.713,368.3974594,362.697,328,237.6412593,81196.71406,341.6776796
1/15/2016,1452816000,Year_2016,430,204586,88360661,183390,1380,8.883333333,0.008,0.0079,0.00795,286.83729,36073.97767,360,22178.01346,8781605.667,395.9599756,400.72,335.691,517.4218889,189429.9038,366.1033828
1/14/2016,1452729600,Year_2016,434.078,250059,107417819,191628,1222,7.45,0.00799,0.00782,0.007905,534.32107,67520.06089,427.502,4451.50077,1918989.937,431.0883085,403.628,398.384,36.61540543,14654.90116,400.2386696
1/13/2016,1452643200,Year_2016,438.618,221764,99053316,196656,1386,6.733333333,0.00791,0.00781,0.00786,325.22769,41387.28979,426.5,8286.351723,3565670.522,430.3064414,410,397,141.095217,56401.12784,399.7380567
1/12/2016,1452556800,Year_2016,447.498,238935,106830047,179771,1369,6.7,0.00805,0.0078,0.007925,691.2568,87339.33689,435.4,5085.411013,2260952.841,444.595891,420,408.4,74.02185484,30650.74301,414.0769382
1/11/2016,1452470400,Year_2016,448,191718,85552386,164687,1504,6.683333333,0.00809,0.00801,0.00805,193.08174,24017.51321,441.169,6268.206214,2792006.133,445.4234654,415,408.143,52.42687707,21624.74376,412.4743828
1/10/2016,1452384000,Year_2016,446,156330,70372025,178374,1389,7.216666667,0.00807,0.00798,0.008025,266.6327,33252.18715,437.01,4385.31837,1937043.418,441.7110126,413,406.87,67.94891687,27892.11227,410.4864884
1/9/2016,1452297600,Year_2016,451.499,270905,121105566,190001,1252,7.216666667,0.00812,0.00803,0.008075,293.19733,36311.76913,440.978,4575.675641,2039121.256,445.643751,419.798,410.289,75.06931287,31139.98478,414.8164355
1/8/2016,1452211200,Year_2016,454.998,281067,127522745,177873,1117,10,0.00816,0.00805,0.008105,343.34195,42403.53388,443,6004.659385,2703440.156,450.2237317,424.2,413.783,75.25541936,31530.91615,418.9853225
1/7/2016,1452124800,Year_2016,453.99,215148,92674992,177478,1057,9.45,0.00812,0.00803,0.008075,159.76059,19784.80001,428.83,9905.259293,4395719.572,443.7763255,421,399.03,102.8940525,42716.70754,415.1523484
1/6/2016,1452038400,Year_2016,430.778,209072,90298235,187012,968,6.733333333,0.00813,0.00797,0.00805,349.29493,43310.51359,425.97,4212.175995,1808854.814,429.4347663,403.853,397,44.58085879,17857.56855,400.5658266
1/5/2016,1451952000,Year_2016,434.999,187554,81211038,170176,1121,6.383333333,0.00821,0.00803,0.00812,690.4711,85046.27545,429.499,4848.404201,2092854.155,431.6583494,403.782,395.013,68.56748879,27401.65728,399.6304629
1/4/2016,1451865600,Year_2016,432.998,121051,51825525,141064,1085,7.133333333,0.00817,0.00802,0.008095,486.18035,60102.61001,425.1,5758.853103,2476240.648,429.988507,406.152,392.722,64.60374362,25707.28143,397.922473
1/3/2016,1451779200,Year_2016,431.03,105790,45906482,142904,1235,10.03333333,0.00834,0.00809,0.008215,747.87109,91370.35161,423.112,3960.337733,1690319.435,426.8119412,399.775,389.588,74.21022349,29205.90037,393.5562917
1/2/2016,1451692800,Year_2016,432.095,129785,56110092,123623,1304,7.783333333,0.0084,0.00812,0.00826,444.02929,54105.67734,428.184,2873.984804,1237488.178,430.5827146,401.643,394.81,45.1694869,17986.89656,398.2090077
1/1/2016,1451606400,Year_2016,430.5,176226,75660801,164132,1147,7.433333333,0.00839,0.00811,0.00825,472.32062,57121.98906,424.704,3908.581033,1678978.108,429.5620568,400.106,393.198,55.03746055,21859.94539,397.1830308
12/31/2015,1451520000,Year_2015,430,233474,99926963,181836,972,7.083333333,0.0085,0.00783,0.008165,1521.69513,186359.062,417.658,5367.838449,2280512.135,424.8473862,397.95,385.02,54.49622235,21329.36089,391.3915493
12/30/2015,1451433600,Year_2015,434.501,237312,102312368,187040,946,8.416666667,0.008,0.00786,0.00793,165.18338,20831.18639,422.391,6923.103088,2966457.56,428.4866948,398.353,388.5,76.44882335,30022.30686,392.71117
12/29/2015,1451347200,Year_2015,434.489,249458,105765156,166837,1043,7.116666667,0.00821,0.00787,0.00804,328.48637,40989.98366,419.998,6502.835988,2775274.999,426.7791783,398,383.647,69.99604564,27431.74513,391.9042122
12/28/2015,1451260800,Year_2015,428.599,184029,77008774,156554,915,6.016666667,0.00811,0.00767,0.00789,604.15212,76670.91784,416.446,6599.710893,2791180.16,422.9246106,395.82,381.51,98.12933749,38285.56562,390.1541231
12/27/2015,1451174400,Year_2015,427.494,313290,130951953,170904,1139,6.066666667,0.00785,0.00773,0.00779,264.91342,34010.41296,406.14,6101.531769,2556193.062,418.9428424,395.966,376.5,110.0078585,42350.88481,384.9805403
12/26/2015,1451088000,Year_2015,451.5,287748,130919375,184124,1051,8.533333333,0.00807,0.0078,0.007935,351.96415,44554.00359,401.157,15779.92648,6661098.711,422.1248253,418.73,370,140.2597816,55135.17173,393.0932382
12/25/2015,1451001600,Year_2015,453.5,415035,188405318,227189,1230,9.116666667,0.00808,0.0079,0.00799,1194.05589,149264.3787,445.513,4726.077329,2124037.895,449.429357,418.902,412.201,36.024959,14973.26014,415.6357302
12/24/2015,1450915200,Year_2015,456.34,382912,169017138,221289,1036,7.866666667,0.00811,0.008,0.008055,178.2891,22170.59318,440.405,8478.126342,3820989.655,450.6879824,420.842,404.53,56.11991266,23293.42827,415.0652979
12/23/2015,1450828800,Year_2015,443.86,469864,204851463,223130,802,8.45,0.00824,0.00807,0.008155,1432.44698,175608.479,434,6538.148839,2873000.015,439.4210175,408.5,403.2,38.69192939,15690.43018,405.522041
12/22/2015,1450742400,Year_2015,443.144,437257,191824512,222112,918,7.683333333,0.00822,0.00801,0.008115,633.3122,77652.71547,432.403,5880.922054,2571104.155,437.1940541,410,399.236,45.06611174,18215.36236,404.1920117
12/21/2015,1450656000,Year_2015,440.8,316336,137599935,191441,1374,6.416666667,0.0083,0.00801,0.008155,725.42478,89193.24197,425.33,9419.558376,4091870.63,434.4015363,412.664,396.998,125.0426592,50620.61427,404.8267574
12/20/2015,1450569600,Year_2015,457.932,370213,170727429,216944,1524,7.8,0.0084,0.00794,0.00817,994.02658,120987.8608,430,8849.344818,3934029.874,444.5560609,426.1,396.998,85.39258137,34891.97545,408.6066364
12/19/2015,1450483200,Year_2015,460.49,395919,181706820,214387,1341,7.466666667,0.00826,0.00797,0.008115,2215.38234,275803.6307,450,5675.426781,2588388.597,456.0694194,427.49,420,63.78369441,27143.54928,425.5562418
12/18/2015,1450396800,Year_2015,458.787,393711,178504692,219600,1582,7.65,0.00833,0.00815,0.00824,543.90059,66143.03055,446.888,7724.013376,3500367.507,453.1798868,426.994,416.611,90.68093483,38292.02834,422.2720951
12/17/2015,1450310400,Year_2015,451.466,432569,196572300,222531,1442,7.533333333,0.00879,0.00824,0.008515,1479.57944,174896.6734,440,7186.174098,3218869.688,447.9253694,425,412,142.7839402,59885.67745,419.414658
12/16/2015,1450224000,Year_2015,459.4,459606,211179671,227706,1132,6.183333333,0.00882,0.0084,0.00861,1330.46827,155449.3253,435.561,11975.50481,5375047.34,448.8368069,423.923,406.121,149.044231,62094.45469,416.6176328
12/15/2015,1450137600,Year_2015,459.168,403953,180001345,221499,1399,7.916666667,0.00882,0.00864,0.00873,377.5012,43244.70336,440,13410.41418,6049365.256,451.0945878,424.999,405,217.5301564,90088.36232,414.1419461
12/14/2015,1450051200,Year_2015,443.686,380438,166932544,186151,1339,8.45,0.00911,0.00854,0.008825,1013.56862,115332.7783,423.939,8176.20236,3582218.168,438.1273861,415.48,397.174,226.7422679,92566.61762,408.2459723
12/13/2015,1449964800,Year_2015,435,425448,181266304,211456,1381,8.45,0.00928,0.00895,0.009115,433.47657,47914.74602,416.25,7178.386701,3083495.545,429.5527217,404.999,390.061,32.20720885,12852.63376,399.0607761
12/12/2015,1449878400,Year_2015,452.7,436728,194034052,211198,1324,7.933333333,0.00941,0.00876,0.009085,1119.78972,122408.1141,403.216,16934.92601,7191567.73,424.65894,424.2,381.465,148.9708143,59435.20928,398.9721715
12/11/2015,1449792000,Year_2015,445.002,452652,188140441,211452,1179,6.8,0.00914,0.00871,0.008925,1222.11305,136946.3323,407.176,17402.11693,7456141.264,428.4617379,412.12,379.5,185.4165517,73541.92174,396.630835
12/10/2015,1449705600,Year_2015,417.274,504936,209048581,222503,1258,6.416666667,0.00939,0.00902,0.009205,910.50064,99016.97578,405.81,9108.230937,3751905.568,411.9247298,386.06,375,161.3683532,61355.47836,380.2200192
12/9/2015,1449619200,Year_2015,422,428441,169230099,192097,1249,7.783333333,0.00942,0.00925,0.009335,308.68576,33085.71636,400,16271.38798,6723323.872,413.1991616,389,374.406,117.9229443,45115.75222,382.5867181
12/8/2015,1449532800,Year_2015,414.999,432522,171097161,185788,1266,8.033333333,0.00947,0.0092,0.009335,445.0244,47633.84545,383.76,11150.43896,4397578.614,394.3861431,382.63,360.681,136.8961316,50278.28082,367.2732038
12/7/2015,1449446400,Year_2015,390.802,524019,204388399,179777,1206,8.033333333,0.00976,0.00929,0.009525,844.91597,89374.55764,379.2,8533.80702,3300063.24,386.7046949,370,355.5,209.0615681,75980.31268,363.4351037
12/6/2015,1449360000,Year_2015,392.479,524019,204388399,179777,1206,7.3,0.00962,0.00946,0.00954,743.49734,77955.25047,379.656,10894.89752,4209004.331,386.3280332,369.997,356.89,221.2756725,80087.56436,361.9356952
12/5/2015,1449273600,Year_2015,384.996,514472,194326396,200213,1078,8.933333333,0.00998,0.00944,0.00971,945.20443,97634.7348,357.72,13942.98783,5165555.505,370.4769428,359.79,336.2,101.2756857,35114.90281,346.7258953
12/4/2015,1449187200,Year_2015,359.987,399510,144818393,170317,1208,8.8,0.00998,0.00971,0.009845,836.12034,84818.70438,352.636,7287.610149,2599298.34,356.6736264,340,331.777,92.65350349,31129.41505,335.9766644
12/3/2015,1449100800,Year_2015,365,496223,179126440,177277,1230,8.366666667,0.0101,0.00973,0.009915,399.16543,40382.09138,351.758,7965.580472,2855950.288,358.5363676,348,335.228,133.2629924,45648.5339,342.5447161
12/2/2015,1449014400,Year_2015,361.2,457413,164357757,184404,1045,6.766666667,0.0103,0.00992,0.01011,866.62162,86086.18448,345,11085.64591,3919824.409,353.5945889,346.998,328.52,149.3542191,50395.18416,337.4205594
12/1/2015,1448928000,Year_2015,376,401381,149526592,172183,1191,11.21666667,0.01099,0.01002,0.010505,4978.17596,471677.567,353,11539.04113,4176359.389,361.9329668,363.98,333.689,338.7960707,116215.6816,343.0254707
11/30/2015,1448841600,Year_2015,379.832,221480,80614403,130758,1102,7.716666667,0.01021,0.00966,0.009935,1385.95556,139510.5867,365.03,14381.52521,5348117.108,371.8741253,367.54,355.01,184.0248436,66225.22388,359.8711054
11/29/2015,1448755200,Year_2015,370.591,312191,110478101,171602,1182,8.3,0.00974,0.00963,0.009685,2125.6674,219714.9875,353,6898.450289,2481153.852,359.6682948,355.99,341.403,95.0551929,32996.59006,347.1308516
11/28/2015,1448668800,Year_2015,354.449,445023,160003408,156739,1205,8.85,0.00972,0.00961,0.009665,858.00808,88848.74717,345,5899.578464,2065061.261,350.0353921,354.999,336.1,150.5461572,51522.91429,342.2399831
11/27/2015,1448582400,Year_2015,358.902,450963,156934988,164730,960,8.233333333,0.00972,0.0096,0.00966,542.59502,56138.78506,339.461,13521.11181,4726264.837,349.5470567,347.99,329.29,137.2431694,46703.85356,340.3000221
11/26/2015,1448496000,Year_2015,367.513,328198,106664445,152463,1147,7.216666667,0.00972,0.00958,0.00965,286.76762,29809.03139,326.736,28876.29998,9907816.65,343.1124021,349.284,313.567,328.5397081,108013.1355,328.7673692
11/25/2015,1448409600,Year_2015,328.743,284536,91364433,150056,832,8.716666667,0.00986,0.0096,0.00973,900.06421,92647.14989,315,8927.411759,2877497.848,322.321623,315.99,305.5,85.92697731,26791.26529,311.7910827
11/24/2015,1448323200,Year_2015,320.338,274593,89102741,142698,1175,8.4,0.00967,0.0095,0.009585,526.32746,54950.28533,314.9,6000.761925,1909157.3,318.152482,309.3,305,55.8033735,17135.13364,307.0626839
11/23/2015,1448236800,Year_2015,322,233138,75147447,126564,1051,7.033333333,0.00967,0.00951,0.00959,592.79624,62100.38228,317,5523.279462,1768539.74,320.197403,315.4,307.39,76.65570546,23798.48826,310.4594513
11/22/2015,1448150400,Year_2015,324,314122,102265473,158852,1016,7.25,0.00973,0.0095,0.009615,502.59442,52364.27671,315.01,4676.453097,1496150.437,319.9327366,315.4,307,74.30257811,23053.14184,310.2603224
11/21/2015,1448064000,Year_2015,327,365576,117210976,155128,990,7.525,0.00972,0.0095,0.00961,467.68859,48563.55849,317.5,3666.279379,1184381.124,323.0471553,315.5,306,92.32792614,28932.69705,313.368861
11/20/2015,1447977600,Year_2015,324,372267,122475995,154561,987,10.5,0.00974,0.0095,0.00962,567.65547,59027.80405,308.87,7488.938288,2377250.163,317.4348715,313.346,300.382,143.73345,43983.26639,306.0057795
11/19/2015,1447891200,Year_2015,332.537,444488,148663615,168587,891,8.933333333,0.00971,0.0095,0.009605,542.36894,56548.68831,320.43,7482.920327,2439668.39,326.0315871,320.559,310,69.7959305,21970.75806,314.7856601
11/18/2015,1447804800,Year_2015,333.301,387851,130298464,158254,727,8.183333333,0.00979,0.00947,0.00963,675.3441,70261.09704,326.046,5749.324668,1899530.125,330.3918695,321.19,316,95.29346081,30240.64444,317.3422833
11/17/2015,1447718400,Year_2015,334,421882,138934071,150942,892,7.033333333,0.00981,0.00937,0.00959,1888.66082,197095.3393,325.488,8127.637987,2682314.579,330.0238746,319.999,310.784,89.33954107,28262.74648,316.3520446
11/16/2015,1447632000,Year_2015,327.818,343130,110601252,138467,975,8.116666667,0.00987,0.00905,0.00946,2388.43306,251204.6585,310,8221.824039,2633535.459,320.3103651,315.417,300,88.07322394,27032.62272,306.9334982
11/15/2015,1447545600,Year_2015,330.5,418981,139059749,156065,1104,9.333333333,0.0093,0.00838,0.00884,2378.53429,270011.0014,311.684,7200.836118,2305898.693,320.2265202,318.584,300.001,72.33657992,22388.86961,309.509651
11/14/2015,1447459200,Year_2015,335.569,434122,144215203,156988,1204,7.766666667,0.00927,0.00873,0.009,2058.45883,230711.3156,324.399,4848.463633,1599720.015,329.9436968,323.8,312.96,89.41197134,28441.10093,318.0905253
11/13/2015,1447372800,Year_2015,338,510220,169188929,154219,982,8.516666667,0.00928,0.00909,0.009185,719.62258,78481.48197,324.005,7683.571691,2546117.991,331.371671,323.411,308.011,133.9808016,42217.33619,315.0998926
11/12/2015,1447286400,Year_2015,339.85,671383,208061443,171159,857,7.683333333,0.0095,0.00911,0.009305,846.38668,91010.10699,309.352,18317.63228,5966703.644,325.7355293,328.199,298.11,206.6860347,65177.26997,315.3443341
11/11/2015,1447200000,Year_2015,344.625,442431,156434921,154030,954,9.166666667,0.01005,0.00905,0.00955,3215.61918,338437.4834,294.117,28316.89092,8921200.922,315.0487441,327.4,287.01,557.6186111,170317.604,305.4374452
11/10/2015,1447113600,Year_2015,375,507869,192380718,152795,1026,8.55,0.01027,0.00956,0.009915,3835.80964,389322.05,327.957,17436.27629,6184399.848,354.685814,362.997,315,362.5687755,123230.9544,339.8829759
11/9/2015,1447027200,Year_2015,375.899,330281,126005472,134785,940,8.716666667,0.01138,0.00977,0.010575,5612.86611,529674.9261,354.1,10942.68328,4008693.628,366.3355254,360,342.65,126.0764198,44296.52739,351.3466472
11/8/2015,1446940800,Year_2015,379.5,413449,160161961,161595,1056,8.816666667,0.01209,0.0108,0.011445,5050.96849,443042.9122,358.7,6241.556382,2305443.579,369.3699838,359.86,345,144.9126059,51063.40164,352.3737725
11/7/2015,1446854400,Year_2015,380,555941,215916541,165214,967,9.2,0.01197,0.0113,0.011635,2268.02905,194775.2098,361.773,10110.87421,3761699.752,372.0449563,360,344.2,119.5747879,42429.36604,354.8353861
11/6/2015,1446768000,Year_2015,388,743830,297532097,189326,1077,7.766666667,0.01195,0.01152,0.011735,1059.59475,90262.01198,336,26068.66068,9466737.082,363.1462774,373.75,336.01,574.9844737,200169.799,348.1307899
11/5/2015,1446681600,Year_2015,439.998,767411,335396983,211121,1039,9.883333333,0.0123,0.01153,0.011915,1537.03007,130116.4201,363,32319.46358,12748520.75,394.4533523,410,340,469.4787379,171970.332,366.3005758
11/4/2015,1446595200,Year_2015,459.2,629453,257446389,178027,962,7.483333333,0.01267,0.01141,0.01204,5520.58571,458974.3394,371.625,54489.79801,22900978.1,420.2801063,440,345,830.5395082,334517.1782,402.7709397
11/3/2015,1446508800,Year_2015,398.765,461680,157289900,159656,991,8.4,0.01255,0.00965,0.0111,6002.76666,541848.8921,327,41038.62363,14859046.17,362.0746715,373.917,307.1,428.2629477,144889.3931,338.3187686
11/2/2015,1446422400,Year_2015,338.98,383229,119375905,156648,1205,8.5,0.01065,0.01003,0.01034,1205.21361,117678.0197,302.299,24257.50066,7781548.76,320.7893867,320.01,283.611,383.1874771,115226.6588,300.7057007
11/1/2015,1446336000,Year_2015,310.009,392312,121977590,155292,1270,7.383333333,0.01094,0.01043,0.010685,752.90754,70813.03405,296,13362.76702,4067840.223,304.4160104,287.001,276,102.7672052,28953.03514,281.7341882
10/31/2015,1446249600,Year_2015,318,542572,178614779,164938,1362,6.9,0.0111,0.01061,0.010855,717.64299,65976.80065,300.01,8021.663111,2477523.464,308.8540904,290,276,375.5157768,106210.8193,282.8398321
